# Mandate Rescue training data. BOOTSTRAPPED from 10 repeated runs of the 180-case synthetic simulation with distinct seeds. These rows are NOT unique real customers; they are label-consistent outcomes produced by the product's own rule-based recovery pipeline. Used to train/validate an additive ML layer that does NOT drive agent decisions.
past_payment_success_rate,customer_tenure_months,past_retry_count,failure_reason,amount,mandate_limit,merchant_category,recovered
0.82,40,1,bank_technical_error,1208.82,5000.0,emi,1
0.7,20,1,mandate_revoked,1376.51,5000.0,insurance,0
0.4,16,0,insufficient_funds,2848.84,5000.0,subscription,0
0.9,17,2,mandate_expired,975.77,5000.0,subscription,1
0.63,48,1,insufficient_funds,703.08,5000.0,utility,1
0.78,20,0,mandate_expired,2108.12,2000.0,subscription,1
0.7,24,0,mandate_expired,13243.43,14935.96,utility,1
0.83,43,1,insufficient_funds,2721.15,5000.0,subscription,1
0.42,38,2,bank_technical_error,558.02,5000.0,insurance,1
0.45,20,0,mandate_expired,994.88,5000.0,utility,1
0.93,35,0,insufficient_funds,2233.13,3000.0,subscription,1
0.89,48,2,mandate_revoked,2945.35,5000.0,utility,0
0.52,2,1,insufficient_funds,11100.49,14699.16,subscription,1
0.8,35,1,insufficient_funds,1904.23,5000.0,insurance,1
0.51,32,1,insufficient_funds,2104.41,5000.0,subscription,1
0.97,41,0,bank_technical_error,6542.79,8301.3,insurance,1
0.92,20,1,mandate_expired,879.91,5000.0,subscription,1
0.89,40,0,insufficient_funds,2698.53,5000.0,utility,1
0.95,31,0,insufficient_funds,1049.03,5000.0,utility,1
0.83,23,1,insufficient_funds,1554.22,5000.0,utility,1
0.44,6,0,insufficient_funds,6403.83,10288.43,utility,1
0.95,2,1,bank_technical_error,2311.58,5000.0,subscription,1
0.52,45,0,mandate_expired,1655.16,2000.0,utility,1
0.35,2,1,mandate_expired,7285.06,10510.22,subscription,1
0.96,25,0,insufficient_funds,9853.16,13000.78,subscription,1
0.51,35,0,insufficient_funds,13201.93,5000.0,subscription,1
0.93,8,2,bank_technical_error,2251.92,5000.0,insurance,1
0.68,22,1,mandate_expired,1852.76,5000.0,utility,0
0.35,42,2,bank_technical_error,1150.66,5000.0,utility,1
0.46,36,0,mandate_expired,1907.59,5000.0,insurance,1
0.68,35,2,insufficient_funds,1316.89,5000.0,subscription,1
0.39,48,2,mandate_expired,1010.09,5000.0,utility,1
0.38,29,2,insufficient_funds,1982.56,5000.0,emi,1
0.32,7,2,mandate_expired,2700.53,5000.0,emi,0
0.94,30,2,insufficient_funds,2797.09,5000.0,subscription,1
0.82,3,0,insufficient_funds,2881.21,5000.0,subscription,1
0.55,46,2,bank_technical_error,2225.36,5000.0,subscription,1
0.94,8,2,insufficient_funds,2789.95,5000.0,utility,1
0.7,15,2,insufficient_funds,1067.73,5000.0,insurance,1
0.39,26,2,mandate_expired,1327.65,5000.0,subscription,0
0.92,29,1,insufficient_funds,1862.81,5000.0,insurance,1
0.76,38,1,bank_technical_error,7599.84,11168.44,subscription,1
0.49,2,0,mandate_expired,2342.17,5000.0,subscription,1
0.38,35,1,insufficient_funds,1863.12,2000.0,utility,0
0.58,27,1,mandate_expired,3731.84,5000.0,utility,1
0.57,7,0,mandate_revoked,800.16,5000.0,emi,0
0.78,19,2,mandate_expired,1215.74,5000.0,utility,1
0.9,25,2,mandate_revoked,13432.28,15049.57,subscription,0
0.59,13,1,bank_technical_error,1566.48,3000.0,insurance,1
0.83,40,1,insufficient_funds,1704.13,1000.0,subscription,1
0.66,26,0,mandate_revoked,1831.48,5000.0,insurance,0
0.59,44,0,bank_technical_error,1092.36,5000.0,insurance,1
0.7,42,2,mandate_expired,790.64,5000.0,utility,0
0.41,17,0,insufficient_funds,1226.49,1000.0,subscription,1
0.95,13,2,insufficient_funds,2174.7,3000.0,subscription,1
0.77,17,2,insufficient_funds,2022.57,5000.0,subscription,1
0.93,36,1,mandate_expired,1314.33,5000.0,insurance,0
0.9,7,0,bank_technical_error,1976.53,1000.0,utility,1
0.51,37,2,bank_technical_error,1792.95,3000.0,subscription,1
0.39,36,2,insufficient_funds,1043.06,5000.0,emi,0
0.49,30,0,mandate_revoked,1387.94,5000.0,insurance,0
0.78,13,2,insufficient_funds,906.33,5000.0,subscription,1
0.42,34,0,bank_technical_error,2785.96,3000.0,subscription,1
0.6,11,2,bank_technical_error,1694.7,5000.0,emi,1
0.32,29,2,insufficient_funds,1967.51,5000.0,utility,1
0.35,21,2,mandate_expired,1432.31,5000.0,utility,1
0.98,18,0,mandate_expired,2187.17,5000.0,emi,1
0.77,15,1,insufficient_funds,2865.18,5000.0,subscription,1
0.44,20,2,mandate_revoked,6858.8,8845.78,utility,0
0.98,48,0,insufficient_funds,1976.49,5000.0,emi,0
0.47,40,1,bank_technical_error,2246.11,5000.0,utility,1
0.34,31,2,insufficient_funds,773.97,5000.0,subscription,1
0.99,26,1,insufficient_funds,1978.42,5000.0,utility,1
0.87,47,2,insufficient_funds,2455.2,3000.0,insurance,1
0.84,21,0,insufficient_funds,2577.33,5000.0,insurance,1
0.3,24,2,bank_technical_error,11940.59,13541.64,emi,1
0.3,5,0,insufficient_funds,9523.08,12606.81,utility,1
0.43,13,2,insufficient_funds,567.23,5000.0,utility,1
0.78,43,2,mandate_revoked,11198.19,12559.97,emi,0
0.36,14,1,insufficient_funds,1516.72,5000.0,insurance,1
0.67,20,2,insufficient_funds,1054.2,1000.0,insurance,1
0.86,5,0,insufficient_funds,2931.28,5000.0,insurance,1
0.62,23,0,bank_technical_error,408.96,5000.0,emi,1
0.74,31,2,insufficient_funds,376.12,5000.0,insurance,0
0.35,29,2,mandate_revoked,626.28,5000.0,emi,0
0.95,48,2,mandate_revoked,1355.33,5000.0,utility,0
0.65,24,1,mandate_revoked,1157.68,5000.0,emi,0
0.7,46,2,bank_technical_error,1877.95,5000.0,utility,1
0.81,18,1,mandate_expired,1348.5,5000.0,subscription,1
0.41,6,0,insufficient_funds,1094.84,5000.0,emi,1
0.77,4,1,insufficient_funds,5424.75,7783.25,subscription,1
0.77,9,0,bank_technical_error,1981.21,5000.0,utility,1
0.48,25,2,mandate_revoked,1513.07,5000.0,subscription,0
0.65,29,2,mandate_revoked,1810.3,5000.0,emi,0
0.53,22,2,insufficient_funds,2896.68,2000.0,subscription,1
0.43,42,1,insufficient_funds,9264.37,11688.99,subscription,1
0.51,42,1,mandate_revoked,2776.38,2000.0,subscription,0
0.43,3,1,mandate_expired,726.19,5000.0,emi,1
0.37,29,1,bank_technical_error,4660.37,5000.0,utility,1
0.43,21,0,mandate_revoked,1672.64,5000.0,insurance,0
0.36,4,1,insufficient_funds,2123.69,1000.0,subscription,1
0.63,35,1,insufficient_funds,825.44,5000.0,emi,1
0.43,18,0,insufficient_funds,2304.84,5000.0,emi,1
0.87,9,1,insufficient_funds,1428.94,5000.0,subscription,0
0.79,43,2,bank_technical_error,8190.17,9338.32,emi,1
0.44,21,2,insufficient_funds,14487.02,16996.23,insurance,1
0.32,28,1,bank_technical_error,1158.58,5000.0,emi,1
0.56,23,0,insufficient_funds,2511.21,5000.0,emi,1
0.58,4,0,insufficient_funds,13929.92,16933.93,utility,1
0.32,24,2,insufficient_funds,645.01,5000.0,insurance,0
0.69,8,1,insufficient_funds,8841.71,13194.15,utility,1
0.82,22,0,insufficient_funds,2844.9,5000.0,insurance,1
0.39,7,0,insufficient_funds,1938.47,5000.0,utility,1
0.82,3,2,insufficient_funds,2963.99,1000.0,insurance,1
0.45,15,1,insufficient_funds,1040.72,5000.0,emi,1
0.83,31,0,insufficient_funds,11647.57,14204.66,utility,1
0.43,28,2,mandate_revoked,2943.86,5000.0,insurance,0
0.58,34,1,bank_technical_error,2079.21,5000.0,utility,1
0.59,15,0,insufficient_funds,8133.5,13031.75,subscription,1
0.6,29,2,mandate_expired,2748.1,5000.0,utility,1
0.74,46,2,insufficient_funds,1525.76,5000.0,emi,1
0.52,22,2,mandate_expired,8287.17,12877.14,emi,1
0.58,15,2,mandate_revoked,3863.4,5000.0,emi,0
0.35,13,2,mandate_revoked,2814.59,5000.0,emi,0
0.58,7,2,bank_technical_error,995.82,5000.0,utility,1
0.83,27,2,mandate_revoked,845.29,3000.0,insurance,0
0.86,3,1,bank_technical_error,1123.37,5000.0,utility,1
0.75,36,2,bank_technical_error,2879.11,5000.0,insurance,1
0.5,44,2,insufficient_funds,2389.11,5000.0,emi,1
0.86,6,0,mandate_expired,799.62,5000.0,insurance,1
0.35,48,0,insufficient_funds,2494.52,5000.0,emi,1
0.65,36,0,mandate_expired,696.34,3000.0,subscription,1
0.55,43,2,mandate_expired,593.58,5000.0,emi,0
0.71,43,1,insufficient_funds,2846.47,5000.0,insurance,1
0.66,46,0,mandate_revoked,2465.58,5000.0,emi,0
0.48,47,1,insufficient_funds,1891.78,5000.0,subscription,1
0.94,12,2,bank_technical_error,1030.98,5000.0,utility,1
0.81,28,2,mandate_expired,718.55,5000.0,insurance,0
0.39,13,2,mandate_expired,2490.05,5000.0,emi,1
0.33,20,2,mandate_expired,1643.6,5000.0,emi,1
0.54,43,1,bank_technical_error,11462.13,14161.79,utility,1
0.79,38,0,mandate_expired,1984.05,5000.0,insurance,1
0.38,35,1,insufficient_funds,5030.91,9903.18,insurance,1
0.32,30,1,insufficient_funds,1557.78,5000.0,insurance,1
0.82,7,1,insufficient_funds,2732.5,5000.0,insurance,1
0.59,38,1,insufficient_funds,2663.84,1000.0,utility,1
0.84,43,2,bank_technical_error,2416.73,5000.0,emi,1
0.57,7,1,mandate_revoked,1783.69,5000.0,emi,0
0.54,47,0,mandate_expired,12797.73,16301.45,utility,1
0.39,21,1,insufficient_funds,2618.75,5000.0,insurance,1
0.38,43,2,bank_technical_error,2352.38,5000.0,subscription,1
0.42,20,2,mandate_revoked,1476.67,5000.0,utility,0
0.86,28,0,insufficient_funds,9889.9,11220.61,insurance,1
0.84,23,2,insufficient_funds,1763.58,5000.0,emi,1
0.65,24,0,insufficient_funds,3284.2,1000.0,insurance,1
0.67,36,1,insufficient_funds,3987.86,5000.0,utility,1
0.88,29,0,insufficient_funds,8681.26,11845.92,emi,1
0.66,35,0,mandate_revoked,3886.91,5000.0,utility,0
0.86,10,2,mandate_expired,1070.76,5000.0,utility,1
0.96,37,2,insufficient_funds,9017.07,12899.61,emi,1
0.64,21,1,mandate_revoked,1328.44,2000.0,emi,0
0.56,30,1,insufficient_funds,1930.64,5000.0,emi,1
0.61,24,1,bank_technical_error,2379.74,5000.0,insurance,1
0.94,44,0,insufficient_funds,2434.28,5000.0,subscription,1
0.51,32,0,insufficient_funds,7530.69,11637.61,utility,1
0.57,11,2,mandate_expired,10490.11,13628.26,subscription,1
0.95,22,1,mandate_expired,2604.4,5000.0,insurance,1
0.73,36,0,mandate_revoked,1403.67,5000.0,utility,0
0.4,46,2,insufficient_funds,2085.64,5000.0,insurance,1
0.6,9,2,bank_technical_error,12908.85,15277.68,utility,1
0.57,40,1,insufficient_funds,2121.44,5000.0,subscription,1
0.31,8,0,mandate_revoked,1852.88,1000.0,subscription,0
0.76,3,2,bank_technical_error,12940.79,17156.79,utility,1
0.93,30,0,mandate_expired,1226.89,5000.0,insurance,1
0.84,23,2,insufficient_funds,2894.9,3000.0,emi,1
0.45,25,2,mandate_revoked,11525.3,14823.63,insurance,0
0.66,45,1,bank_technical_error,1223.21,5000.0,emi,1
0.53,43,2,mandate_expired,14480.15,19378.4,insurance,1
0.31,18,0,bank_technical_error,1987.96,3000.0,subscription,1
0.64,1,1,mandate_expired,2649.97,1000.0,insurance,1
0.74,4,2,bank_technical_error,2068.51,5000.0,emi,1
0.51,24,1,mandate_expired,1502.48,5000.0,subscription,1
0.74,6,2,mandate_expired,8017.98,11202.86,insurance,1
0.79,41,2,insufficient_funds,2493.51,5000.0,emi,1
0.62,3,0,insufficient_funds,10744.09,12552.2,utility,1
0.91,44,0,mandate_expired,2935.47,5000.0,emi,1
0.81,35,2,insufficient_funds,5824.75,8839.58,subscription,1
0.69,19,1,bank_technical_error,1949.31,5000.0,subscription,1
0.88,37,0,insufficient_funds,2888.34,5000.0,subscription,1
0.36,42,2,bank_technical_error,5499.02,8071.17,insurance,1
0.45,30,0,insufficient_funds,10515.06,14191.44,subscription,1
0.66,24,0,bank_technical_error,1197.8,5000.0,insurance,1
0.72,5,0,bank_technical_error,547.94,5000.0,insurance,1
0.54,38,0,bank_technical_error,2959.1,5000.0,utility,1
0.67,37,0,mandate_revoked,629.9,5000.0,utility,0
0.63,10,0,bank_technical_error,1293.77,3000.0,subscription,1
0.42,21,2,bank_technical_error,6911.76,8774.94,subscription,1
0.56,43,1,bank_technical_error,1619.46,5000.0,subscription,1
0.81,48,0,bank_technical_error,2916.69,5000.0,subscription,1
0.46,3,1,mandate_expired,4784.09,5000.0,utility,1
0.69,41,2,insufficient_funds,1782.63,5000.0,utility,1
0.66,43,1,bank_technical_error,1691.39,5000.0,emi,1
0.81,13,1,insufficient_funds,13274.75,16240.84,subscription,1
0.37,19,2,mandate_expired,5152.77,6749.19,emi,1
0.35,34,2,mandate_expired,2706.17,5000.0,insurance,1
0.67,14,2,insufficient_funds,2627.39,5000.0,insurance,1
0.83,24,0,insufficient_funds,1510.46,5000.0,subscription,1
0.77,33,0,bank_technical_error,1591.46,5000.0,subscription,1
0.69,21,0,bank_technical_error,8872.65,12972.43,emi,1
0.95,43,1,insufficient_funds,2369.81,5000.0,emi,1
0.89,24,1,bank_technical_error,2513.07,5000.0,subscription,1
0.58,43,0,insufficient_funds,945.92,5000.0,utility,1
0.47,43,2,mandate_revoked,2704.02,5000.0,emi,0
0.74,47,0,mandate_revoked,638.84,5000.0,insurance,0
0.97,43,0,insufficient_funds,739.98,1000.0,emi,1
0.38,25,2,insufficient_funds,1681.57,5000.0,subscription,1
0.75,21,1,mandate_expired,4358.18,5000.0,subscription,0
0.35,45,0,insufficient_funds,13986.16,18763.51,insurance,1
0.63,23,1,insufficient_funds,5985.72,9717.31,insurance,1
0.48,39,0,mandate_expired,822.14,5000.0,utility,0
0.72,16,1,bank_technical_error,2015.02,5000.0,utility,1
0.4,23,2,insufficient_funds,1053.96,5000.0,subscription,1
0.5,7,0,mandate_revoked,4190.4,5000.0,subscription,0
0.44,40,0,insufficient_funds,699.53,5000.0,emi,1
0.32,26,0,mandate_revoked,7921.52,5000.0,subscription,0
0.87,32,0,mandate_expired,2929.68,5000.0,insurance,1
0.68,1,0,insufficient_funds,706.18,5000.0,emi,1
0.95,2,2,bank_technical_error,1354.92,5000.0,utility,1
0.82,32,0,mandate_revoked,2440.7,5000.0,subscription,0
0.63,4,2,mandate_expired,270.46,5000.0,emi,0
0.44,11,1,bank_technical_error,1734.61,5000.0,emi,1
0.72,7,2,insufficient_funds,957.17,5000.0,utility,1
0.79,1,0,mandate_revoked,896.2,5000.0,insurance,0
0.93,19,0,insufficient_funds,609.67,5000.0,utility,0
0.53,13,2,insufficient_funds,5014.48,6127.15,emi,1
0.63,30,0,insufficient_funds,2166.45,2000.0,insurance,1
0.77,31,2,mandate_revoked,7378.72,11083.36,subscription,0
0.6,25,1,insufficient_funds,2182.76,5000.0,insurance,1
0.33,28,2,mandate_expired,854.64,5000.0,emi,1
0.89,41,1,mandate_expired,1127.41,5000.0,utility,1
0.68,38,0,mandate_revoked,2959.71,5000.0,utility,0
0.48,44,2,mandate_revoked,906.5,5000.0,subscription,0
0.39,33,0,mandate_expired,2848.15,5000.0,subscription,1
0.94,33,2,insufficient_funds,2695.51,5000.0,insurance,1
0.4,33,2,mandate_expired,2734.38,5000.0,utility,1
0.6,19,2,mandate_expired,13456.6,16175.22,insurance,0
0.58,32,0,mandate_revoked,2524.97,5000.0,insurance,0
0.98,34,2,insufficient_funds,2835.45,5000.0,emi,1
0.83,30,2,mandate_revoked,14098.11,18380.04,utility,0
0.3,29,1,mandate_expired,1851.7,5000.0,subscription,1
0.88,45,1,insufficient_funds,3869.33,5000.0,utility,1
0.84,14,0,bank_technical_error,2953.5,5000.0,insurance,1
0.34,27,2,mandate_revoked,1128.06,5000.0,insurance,0
0.37,6,1,bank_technical_error,1258.84,5000.0,emi,1
0.55,14,2,insufficient_funds,1526.45,5000.0,emi,1
0.6,40,0,insufficient_funds,947.65,5000.0,emi,1
0.95,40,2,insufficient_funds,871.61,5000.0,subscription,1
0.58,22,2,insufficient_funds,319.51,5000.0,emi,1
0.53,16,0,bank_technical_error,1314.83,5000.0,insurance,1
0.59,37,2,insufficient_funds,2329.15,5000.0,emi,1
0.47,38,0,mandate_expired,8342.97,11298.22,subscription,1
0.55,33,2,insufficient_funds,13710.77,18590.06,utility,1
0.55,10,2,insufficient_funds,2815.63,5000.0,insurance,1
0.58,38,0,bank_technical_error,7059.18,8532.48,emi,1
0.37,39,0,mandate_expired,778.02,5000.0,insurance,1
0.9,38,1,insufficient_funds,11247.99,14030.75,emi,1
0.74,29,0,mandate_revoked,11884.95,15465.73,utility,0
0.82,7,0,mandate_revoked,792.67,5000.0,insurance,0
0.44,24,1,insufficient_funds,1539.79,5000.0,insurance,0
0.63,42,2,insufficient_funds,2636.6,5000.0,subscription,1
0.64,46,1,mandate_expired,1574.33,5000.0,subscription,0
0.5,30,0,insufficient_funds,2469.13,5000.0,emi,1
0.7,8,0,bank_technical_error,646.27,2000.0,utility,1
0.92,48,1,insufficient_funds,405.73,5000.0,utility,1
0.61,27,0,insufficient_funds,1246.67,5000.0,subscription,1
0.68,29,1,mandate_revoked,2243.27,3000.0,insurance,0
0.99,41,2,mandate_expired,9074.4,5000.0,emi,1
0.49,33,2,insufficient_funds,10118.04,13156.2,emi,1
0.98,37,0,mandate_revoked,2859.36,5000.0,emi,0
0.33,20,1,insufficient_funds,10399.6,13579.33,subscription,1
0.54,22,1,bank_technical_error,2139.71,5000.0,insurance,1
0.43,45,1,insufficient_funds,4860.02,5000.0,emi,0
0.65,17,1,mandate_revoked,1610.17,5000.0,utility,0
0.35,15,0,insufficient_funds,14134.45,15383.28,utility,1
0.74,5,2,insufficient_funds,14524.61,17836.12,emi,1
0.31,1,2,bank_technical_error,2541.82,5000.0,insurance,1
0.43,45,0,insufficient_funds,1895.67,5000.0,subscription,1
0.58,24,1,insufficient_funds,1203.14,2000.0,utility,1
0.92,38,1,insufficient_funds,778.61,5000.0,utility,1
0.91,38,0,mandate_revoked,2867.29,5000.0,utility,0
0.67,13,1,bank_technical_error,2880.86,5000.0,utility,1
0.33,8,0,insufficient_funds,994.34,5000.0,utility,1
0.93,33,0,bank_technical_error,7559.98,11110.78,emi,1
0.7,14,1,bank_technical_error,2465.77,5000.0,emi,0
0.83,20,0,insufficient_funds,10335.75,12608.2,utility,0
0.36,43,2,bank_technical_error,1438.75,5000.0,insurance,1
0.69,30,1,mandate_revoked,1267.39,5000.0,insurance,0
0.58,1,2,insufficient_funds,2155.93,5000.0,subscription,1
0.54,32,0,bank_technical_error,1344.97,3000.0,insurance,1
0.62,23,1,mandate_revoked,1053.53,5000.0,insurance,0
0.38,8,0,mandate_expired,12058.58,5000.0,emi,0
0.31,8,1,mandate_expired,945.58,5000.0,emi,1
0.57,20,0,mandate_expired,10901.52,13085.89,subscription,1
0.47,10,2,mandate_revoked,1542.95,5000.0,insurance,0
0.55,42,1,insufficient_funds,8102.1,10030.05,insurance,1
0.58,5,1,insufficient_funds,12839.22,15079.35,insurance,1
0.61,38,2,insufficient_funds,2543.87,5000.0,emi,1
0.48,12,2,insufficient_funds,1819.24,3000.0,insurance,1
0.58,25,2,mandate_expired,2965.05,2000.0,emi,1
0.65,39,0,insufficient_funds,2647.69,5000.0,utility,1
0.81,12,2,insufficient_funds,2611.81,5000.0,utility,0
0.97,48,0,insufficient_funds,1824.86,5000.0,insurance,1
0.57,48,1,mandate_expired,2876.57,3000.0,emi,0
0.69,48,2,bank_technical_error,1120.09,5000.0,emi,1
0.62,40,1,insufficient_funds,2877.6,5000.0,insurance,1
0.95,38,2,bank_technical_error,4909.64,5000.0,subscription,1
0.87,33,2,insufficient_funds,1621.48,5000.0,subscription,1
0.32,27,2,mandate_expired,2034.57,5000.0,subscription,0
0.89,40,0,bank_technical_error,2309.64,5000.0,emi,1
0.96,10,2,insufficient_funds,6161.73,8263.48,utility,1
0.87,46,2,mandate_revoked,500.47,5000.0,subscription,0
0.5,34,0,mandate_expired,7392.25,9179.61,utility,1
0.67,42,2,mandate_expired,1326.73,5000.0,subscription,0
0.62,38,0,bank_technical_error,1160.26,5000.0,utility,1
0.53,24,1,mandate_expired,1096.61,3000.0,utility,1
0.92,46,0,mandate_expired,1872.51,5000.0,utility,1
0.78,44,1,mandate_revoked,1855.96,5000.0,emi,0
0.34,27,2,mandate_expired,2887.38,5000.0,subscription,1
0.42,29,0,bank_technical_error,1813.85,5000.0,insurance,1
0.35,22,0,insufficient_funds,9529.06,11885.01,utility,1
0.97,26,0,insufficient_funds,2663.06,5000.0,emi,1
0.73,31,1,insufficient_funds,735.87,5000.0,utility,1
0.73,29,1,insufficient_funds,2380.69,5000.0,emi,1
0.7,42,1,insufficient_funds,11364.99,14998.95,subscription,1
0.63,47,0,insufficient_funds,2221.96,5000.0,emi,1
0.46,39,1,insufficient_funds,2904.34,5000.0,emi,1
0.86,37,2,insufficient_funds,1184.91,5000.0,subscription,1
0.39,20,2,mandate_revoked,2589.9,5000.0,emi,0
0.46,12,0,insufficient_funds,5864.81,9853.16,insurance,1
0.92,26,2,insufficient_funds,1026.82,2000.0,emi,1
0.55,1,1,mandate_expired,13069.62,5000.0,emi,1
0.63,10,1,insufficient_funds,733.07,5000.0,emi,1
0.46,12,0,bank_technical_error,1458.49,5000.0,emi,1
0.59,47,1,insufficient_funds,2112.93,5000.0,insurance,1
0.94,36,1,mandate_revoked,3174.4,3000.0,subscription,0
0.43,25,2,insufficient_funds,6452.6,8531.82,emi,1
0.88,21,2,bank_technical_error,10412.47,12981.29,emi,1
0.46,43,0,insufficient_funds,2088.51,5000.0,subscription,1
0.61,31,0,insufficient_funds,1192.91,5000.0,subscription,1
0.96,33,1,mandate_revoked,879.13,5000.0,insurance,0
0.87,31,2,mandate_expired,14505.26,17312.59,subscription,1
0.39,43,1,bank_technical_error,2037.72,3000.0,subscription,1
0.59,32,1,insufficient_funds,899.96,5000.0,insurance,1
0.33,37,1,insufficient_funds,1758.07,5000.0,emi,0
0.41,21,1,mandate_expired,5395.8,6732.96,insurance,0
0.69,48,0,insufficient_funds,9234.01,12187.45,utility,1
0.34,15,2,insufficient_funds,11223.12,12626.69,insurance,1
0.94,46,2,mandate_expired,1082.16,5000.0,emi,1
0.62,9,2,insufficient_funds,2271.97,5000.0,insurance,1
0.84,12,0,mandate_revoked,999.76,2000.0,insurance,0
0.85,48,1,mandate_expired,2651.3,5000.0,subscription,1
0.33,24,0,insufficient_funds,656.41,5000.0,utility,1
0.49,28,2,mandate_revoked,2245.49,1000.0,insurance,0
0.64,25,1,mandate_expired,563.49,5000.0,utility,1
0.87,8,0,insufficient_funds,2284.65,5000.0,subscription,0
0.7,15,1,mandate_expired,7419.54,5000.0,utility,0
0.73,29,0,mandate_expired,8597.05,12337.39,emi,1
0.82,24,2,insufficient_funds,10977.15,14952.46,insurance,1
0.46,31,1,mandate_expired,2684.23,5000.0,utility,1
0.75,34,1,mandate_expired,6105.53,9436.17,emi,1
0.82,16,2,insufficient_funds,9783.69,13883.79,emi,1
0.33,4,0,insufficient_funds,3699.97,5000.0,utility,1
0.9,6,1,mandate_revoked,1244.8,5000.0,subscription,0
0.82,41,1,insufficient_funds,1809.07,5000.0,emi,1
0.82,19,2,insufficient_funds,12198.95,16062.63,insurance,1
0.76,17,0,insufficient_funds,2746.48,5000.0,subscription,1
0.71,27,0,insufficient_funds,5272.81,7900.83,insurance,1
0.89,30,2,mandate_expired,2029.93,1000.0,utility,1
0.65,43,2,bank_technical_error,7610.88,5000.0,utility,1
0.53,11,2,insufficient_funds,2797.87,5000.0,utility,1
0.61,44,2,insufficient_funds,2023.98,5000.0,insurance,0
0.69,37,0,bank_technical_error,13880.95,5000.0,subscription,1
0.8,28,0,bank_technical_error,1802.3,5000.0,emi,1
0.39,12,2,mandate_expired,547.57,5000.0,insurance,1
0.83,29,1,insufficient_funds,1241.45,5000.0,emi,1
0.86,4,1,mandate_expired,1799.11,5000.0,subscription,1
0.75,27,1,mandate_revoked,12358.35,14348.36,insurance,0
0.96,9,2,insufficient_funds,2919.02,5000.0,utility,1
0.33,21,1,insufficient_funds,1590.02,1000.0,utility,1
0.39,43,1,mandate_expired,2202.9,5000.0,emi,1
0.51,41,2,bank_technical_error,12680.0,17426.4,insurance,1
0.43,43,1,insufficient_funds,13001.72,5000.0,subscription,1
0.96,33,2,mandate_expired,1204.41,5000.0,utility,1
0.43,36,0,bank_technical_error,966.22,5000.0,utility,1
0.31,40,2,mandate_expired,2781.44,5000.0,emi,1
0.82,30,0,insufficient_funds,2482.99,5000.0,utility,1
0.43,16,1,insufficient_funds,4971.01,5000.0,subscription,1
0.45,9,0,mandate_revoked,1866.51,5000.0,emi,0
0.75,36,2,insufficient_funds,2450.58,5000.0,insurance,1
0.53,5,0,bank_technical_error,2222.73,5000.0,insurance,1
0.9,40,2,bank_technical_error,2747.93,5000.0,utility,1
0.43,26,1,insufficient_funds,1814.74,5000.0,emi,1
0.96,40,2,mandate_revoked,2990.41,5000.0,insurance,0
0.31,24,1,mandate_revoked,1925.14,5000.0,emi,0
0.42,8,2,bank_technical_error,1280.81,5000.0,insurance,1
0.84,43,2,insufficient_funds,2041.22,5000.0,insurance,1
0.86,17,1,insufficient_funds,2776.04,5000.0,emi,1
0.78,39,0,mandate_expired,8903.36,12745.99,insurance,1
0.31,45,2,bank_technical_error,2995.66,5000.0,insurance,1
0.91,40,0,mandate_expired,13960.34,5000.0,emi,1
0.97,35,2,insufficient_funds,2847.61,5000.0,utility,1
0.87,47,2,mandate_revoked,1072.05,5000.0,insurance,0
0.37,13,2,mandate_expired,1289.53,5000.0,subscription,0
0.48,8,2,insufficient_funds,2066.75,2000.0,subscription,1
0.79,35,1,bank_technical_error,3248.1,5000.0,emi,1
0.55,37,2,bank_technical_error,1497.06,5000.0,insurance,1
0.81,8,0,bank_technical_error,1169.91,5000.0,emi,1
0.85,47,2,mandate_expired,2970.59,5000.0,emi,1
0.36,18,1,insufficient_funds,7247.01,9935.32,subscription,1
0.87,8,0,mandate_expired,1828.64,5000.0,utility,1
0.73,12,0,insufficient_funds,2271.75,5000.0,subscription,1
0.32,20,0,bank_technical_error,642.29,3000.0,insurance,1
0.93,24,0,insufficient_funds,2014.8,5000.0,insurance,0
0.53,40,2,mandate_expired,2051.1,5000.0,insurance,1
0.96,37,2,insufficient_funds,813.19,5000.0,emi,1
0.54,42,2,mandate_expired,1500.8,5000.0,subscription,1
0.6,27,1,mandate_revoked,2668.98,2000.0,utility,0
0.67,42,2,insufficient_funds,2348.28,5000.0,insurance,1
0.32,45,1,insufficient_funds,1870.75,1000.0,emi,1
0.45,8,2,mandate_revoked,2053.31,5000.0,subscription,0
0.47,35,2,bank_technical_error,1784.05,5000.0,utility,1
0.87,34,1,insufficient_funds,1889.68,5000.0,subscription,1
0.35,17,1,mandate_revoked,14379.24,16953.41,insurance,0
0.77,45,1,mandate_expired,1693.53,1000.0,emi,1
0.81,2,2,insufficient_funds,2171.66,5000.0,insurance,1
0.63,13,2,mandate_revoked,1450.04,5000.0,emi,0
0.41,41,0,mandate_expired,2563.57,5000.0,utility,1
0.47,41,1,bank_technical_error,1984.42,5000.0,emi,1
0.47,40,2,mandate_expired,1581.72,5000.0,utility,1
0.66,32,1,bank_technical_error,2709.18,5000.0,emi,1
0.54,22,0,bank_technical_error,2534.76,1000.0,emi,1
0.76,40,1,insufficient_funds,14017.94,16262.75,subscription,1
0.75,34,2,insufficient_funds,1659.87,5000.0,emi,1
